date,symbol,sector_group,open,high,low,close,volume,return_1d,return_5d,return_20d,momentum_60d,volatility_20d,sma_50,sma_distance_50,volume_ma_20,volume_ratio_20
2022-02-22,ABBV,healthcare,121.08392248952244,125.45580740091484,121.08392248952244,124.7785873413086,11576800,,,,,,,,,
2022-02-23,ABBV,healthcare,125.34435946765797,127.17026628936652,124.60714003976585,125.80725860595703,9271000,0.00824397267645538,,,,,,,,
2022-02-24,ABBV,healthcare,123.10698409220603,124.89859432010074,122.98697223675642,124.52999114990234,12070200,-0.010152573628960826,,,,,,,,
2022-02-25,ABBV,healthcare,125.26721972799254,128.89330462872894,125.19863965124918,128.19036865234375,8320700,0.029393541817852142,,,,,,,,
2022-02-28,ABBV,healthcare,125.71299515097017,126.93884300658877,124.95005963367164,126.67310333251953,11090600,-0.011836032112046535,,,,,,,,
2022-03-01,ABBV,healthcare,126.5873515274555,128.1560864631638,125.33580108496403,126.60449981689453,7489900,-0.0005415791815324145,0.01463321964522235,,,,,,,
2022-03-02,ABBV,healthcare,126.61304843767881,129.65622188136973,126.20158111502153,128.21607971191406,8247200,0.01272924656983232,0.01914691674112179,,,,,,,
2022-03-03,ABBV,healthcare,128.4218132373583,129.2618962114349,127.59887855100479,128.9361572265625,5408400,0.005616124875026385,0.035382368825163324,,,,,,,
2022-03-04,ABBV,healthcare,127.38456195091679,129.16759134182593,126.95594634957496,129.06472778320312,5389500,0.000997164483618862,0.006820786460413952,,,,,,,
2022-03-07,ABBV,healthcare,127.72749915640182,129.22765434783608,127.03314370350269,128.11325073242188,7137700,-0.007372092027958965,0.011369007011077459,,,,,,,
2022-03-08,ABBV,healthcare,127.72747723832393,128.4904126529779,125.46438688966279,126.14159393310547,8817500,-0.015389952155959397,-0.0036563146211908704,,,,,,,
2022-03-09,ABBV,healthcare,127.09313619663709,128.67901968773543,126.66452045096884,127.59033203125,5368900,0.011485014997613119,-0.004880415015574013,,,,,,,
2022-03-10,ABBV,healthcare,126.93024524886516,128.37038755861929,126.61306077230542,127.8731918334961,4635700,0.002216937582518508,-0.008244121865665588,,,,,,,
2022-03-11,ABBV,healthcare,128.01893151654124,128.9275946890934,127.71032769564496,127.7789077758789,5171400,-0.0007373246594168936,-0.00996259806539923,,,,,,,
2022-03-14,ABBV,healthcare,129.2105021467864,131.1307054426617,127.74464358618016,130.38491821289062,8647200,0.020394683930015978,0.017731713678964978,,,,,,,
2022-03-15,ABBV,healthcare,130.52204245707196,134.0966956666421,130.43632716906743,133.62522888183594,8384300,0.02485188251339454,0.05932725848302778,,,,,,,
2022-03-16,ABBV,healthcare,134.15674770431252,134.4310680995761,131.60220115492348,133.77099609375,7178900,0.0010908659474997418,0.04844147643558294,,,,,,,
2022-03-17,ABBV,healthcare,134.7310515177489,135.96546677116288,133.9081167356813,135.9483184814453,7227900,0.016276490803502686,0.06314948842806589,,,,,,,
2022-03-18,ABBV,healthcare,135.4425621117551,136.67697742891488,134.70534257957988,136.4712371826172,9912800,0.003846452144556922,0.06802632420355637,,,,,,,
2022-03-21,ABBV,healthcare,137.11413126486522,137.97136248637773,136.291196617187,137.19985961914062,5825000,0.005339018327711331,0.05226786579044873,,,,,,7858580.0,0.741228059013206
2022-03-22,ABBV,healthcare,137.19988495907492,137.41419280403431,135.45970630442955,137.16558837890625,5756600,-0.0002497906362988189,0.02649469360461132,0.09927184865232785,,0.01187396248016303,,,7567570.0,0.760693326920002
2022-03-23,ABBV,healthcare,137.165591834907,138.16855100494985,135.75116525466237,135.80259704589844,6300600,-0.009936831453984496,0.01518715574730889,0.07944961642672754,,0.012286025937628205,,,7419050.0,0.8492461972894104
2022-03-24,ABBV,healthcare,136.48837059320235,137.7827851658856,136.17119919334561,137.39703369140625,4638100,0.011740840603872371,0.010656367258846666,0.10332484908005224,,0.011938380368142086,,,7047445.0,0.6581250368041184
