Date,symbol,sector_group,adj_close,close,high,low,open,volume,dividends,stock_splits
2025-06-18,CRM,technology,,,,,,0,0.416,0.0
2025-06-20,CRM,technology,258.4425964355469,260.6300048828125,262.8699951171875,259.260009765625,260.69000244140625,12859200,0.0,0.0
2025-06-23,CRM,technology,261.19927978515625,263.4100036621094,264.739990234375,258.75,260.6400146484375,9283800,0.0,0.0
2025-06-24,CRM,technology,268.8941345214844,271.1700134277344,273.3800048828125,265.44000244140625,265.7099914550781,9713900,0.0,0.0
2025-06-25,CRM,technology,265.51275634765625,267.760009765625,274.0,266.9800109863281,272.0,6074300,0.0,0.0
2025-06-26,CRM,technology,268.46771240234375,270.739990234375,271.010009765625,265.1600036621094,268.7799987792969,6708000,0.0,0.0
2025-06-27,CRM,technology,271.12530517578125,273.4200134277344,274.1700134277344,269.42999267578125,271.8599853515625,21741400,0.0,0.0
2025-06-30,CRM,technology,270.4013671875,272.69000244140625,276.3800048828125,270.3999938964844,274.4599914550781,8541900,0.0,0.0
2025-07-01,CRM,technology,269.6279296875,271.9100036621094,274.0,270.6400146484375,272.0799865722656,6256800,0.0,0.0
2025-07-02,CRM,technology,266.9505920410156,269.2099914550781,271.7099914550781,265.6499938964844,271.5199890136719,6115200,0.0,0.0
2025-07-03,CRM,technology,269.86590576171875,272.1499938964844,274.7300109863281,269.32000732421875,269.70001220703125,5031800,0.0,0.0
2025-07-07,CRM,technology,267.53564453125,269.79998779296875,274.0,268.2099914550781,271.510009765625,6283500,0.0,0.0
2025-07-08,CRM,technology,271.3533020019531,273.6499938964844,276.79998779296875,269.7300109863281,270.7900085449219,6661200,0.0,0.0
2025-07-09,CRM,technology,268.646240234375,270.9200134277344,275.55999755859375,269.3699951171875,274.3599853515625,6373600,0.0,0.0
2025-07-10,CRM,technology,261.75457763671875,263.9700012207031,271.489990234375,263.2099914550781,270.8999938964844,7244600,0.0,0.0
2025-07-11,CRM,technology,255.90408325195312,258.07000732421875,262.95001220703125,257.260009765625,262.5799865722656,7011200,0.0,0.0
2025-07-14,CRM,technology,257.50054931640625,259.67999267578125,262.2300109863281,257.5,258.6000061035156,6533900,0.0,0.0
2025-07-15,CRM,technology,255.41819763183594,257.5799865722656,261.80999755859375,257.2300109863281,261.0,5201500,0.0,0.0
2025-07-16,CRM,technology,255.78512573242188,257.95001220703125,258.9800109863281,254.52000427246094,258.92999267578125,5649500,0.0,0.0
2025-07-17,CRM,technology,257.69891357421875,259.8800048828125,260.20001220703125,256.6499938964844,257.989990234375,5837400,0.0,0.0
2025-07-18,CRM,technology,260.17791748046875,262.3800048828125,262.9800109863281,259.1199951171875,260.29998779296875,6381200,0.0,0.0
2025-07-21,CRM,technology,260.0787658691406,262.2799987792969,264.30999755859375,261.6400146484375,263.6199951171875,6714700,0.0,0.0
2025-07-22,CRM,technology,261.3777770996094,263.5899963378906,265.8900146484375,262.0,263.0,5001400,0.0,0.0
2025-07-23,CRM,technology,264.977294921875,267.2200012207031,268.4800109863281,262.5,263.9200134277344,5620700,0.0,0.0
2025-07-24,CRM,technology,265.4532775878906,267.70001220703125,269.29998779296875,265.6400146484375,267.9800109863281,5877100,0.0,0.0
2025-07-25,CRM,technology,266.8514099121094,269.1099853515625,271.1000061035156,267.010009765625,268.010009765625,4015400,0.0,0.0
2025-07-28,CRM,technology,267.98187255859375,270.25,270.3399963378906,266.5899963378906,269.5,4533700,0.0,0.0
2025-07-29,CRM,technology,265.1459045410156,267.3900146484375,274.0,267.30999755859375,271.6000061035156,5137100,0.0,0.0
2025-07-30,CRM,technology,262.5875244140625,264.80999755859375,267.7699890136719,263.3299865722656,266.8699951171875,3928200,0.0,0.0
2025-07-31,CRM,technology,256.161865234375,258.3299865722656,265.0400085449219,257.8599853515625,265.0,7340300,0.0,0.0
2025-08-01,CRM,technology,248.6356201171875,250.74000549316406,255.99000549316406,250.1300048828125,254.99000549316406,7646900,0.0,0.0
2025-08-04,CRM,technology,250.2023468017578,252.32000732421875,253.5,250.63999938964844,251.0,4403500,0.0,0.0
2025-08-05,CRM,technology,245.4128875732422,247.49000549316406,253.2899932861328,247.00999450683594,253.00999450683594,6761000,0.0,0.0
2025-08-06,CRM,technology,247.07876586914062,249.1699981689453,250.25999450683594,247.02000427246094,249.3699951171875,5834700,0.0,0.0
2025-08-07,CRM,technology,238.8583526611328,240.8800048828125,253.00999450683594,236.97000122070312,250.69000244140625,10010200,0.0,0.0
2025-08-08,CRM,technology,238.491455078125,240.50999450683594,242.9499969482422,237.8300018310547,241.2899932861328,8812000,0.0,0.0
2025-08-11,CRM,technology,230.7271728515625,232.67999267578125,241.8699951171875,231.57000732421875,238.9199981689453,10740100,0.0,0.0
2025-08-12,CRM,technology,229.7157440185547,231.66000366210938,233.6699981689453,226.47999572753906,233.0,13178000,0.0,0.0
2025-08-13,CRM,technology,235.04066467285156,237.02999877929688,237.35000610351562,229.61000061035156,233.00999450683594,10209200,0.0,0.0
2025-08-14,CRM,technology,231.41136169433594,233.3699951171875,237.0,232.8699951171875,237.0,7544800,0.0,0.0
2025-08-15,CRM,technology,240.4052734375,242.44000244140625,244.5,234.6300048828125,236.14999389648438,12942800,0.0,0.0
2025-08-18,CRM,technology,241.9224395751953,243.97000122070312,244.52000427246094,239.49000549316406,239.77000427246094,8809200,0.0,0.0
2025-08-19,CRM,technology,243.9353790283203,246.0,248.5,243.4499969482422,245.0,8642200,0.0,0.0
2025-08-20,CRM,technology,244.38160705566406,246.4499969482422,247.57000732421875,244.4499969482422,245.6999969482422,8195100,0.0,0.0
2025-08-21,CRM,technology,243.76681518554688,245.8300018310547,246.2899932861328,240.02000427246094,245.0399932861328,5646800,0.0,0.0
2025-08-22,CRM,technology,246.20614624023438,248.2899932861328,249.52999877929688,244.11000061035156,245.77999877929688,6694300,0.0,0.0
2025-08-25,CRM,technology,245.78968811035156,247.8699951171875,249.3699951171875,246.7899932861328,249.3699951171875,4957700,0.0,0.0
2025-08-26,CRM,technology,241.69436645507812,243.74000549316406,248.8300018310547,242.85000610351562,246.6999969482422,8862300,0.0,0.0
2025-08-27,CRM,technology,248.0604705810547,250.16000366210938,250.3699951171875,245.61000061035156,245.75,6506900,0.0,0.0
2025-08-28,CRM,technology,252.39378356933594,254.52999877929688,255.64999389648438,250.2899932861328,252.47999572753906,8461200,0.0,0.0
2025-08-29,CRM,technology,254.09934997558594,256.25,257.6400146484375,252.8699951171875,255.39999389648438,7363200,0.0,0.0
2025-09-02,CRM,technology,250.73780822753906,252.86000061035156,254.99000549316406,248.75,254.82000732421875,9312500,0.0,0.0
2025-09-03,CRM,technology,254.29769897460938,256.45001220703125,258.0,250.5500030517578,255.05999755859375,17417900,0.0,0.0
2025-09-04,CRM,technology,241.96206665039062,244.00999450683594,245.22000122070312,234.6199951171875,240.05999755859375,30967500,0.0,0.0
2025-09-05,CRM,technology,248.65541076660156,250.75999450683594,251.1300048828125,244.36000061035156,244.8300018310547,13029400,0.0,0.0
2025-09-08,CRM,technology,250.15277099609375,252.27000427246094,252.94000244140625,247.3000030517578,250.8000030517578,12602200,0.0,0.0
2025-09-09,CRM,technology,249.94451904296875,252.05999755859375,255.33999633789062,251.2100067138672,251.32000732421875,10901900,0.0,0.0
2025-09-10,CRM,technology,240.5341796875,242.57000732421875,253.99000549316406,241.72999572753906,252.75,11363600,0.0,0.0
2025-09-11,CRM,technology,244.21304321289062,246.27999877929688,247.1699981689453,243.5,243.6999969482422,6944900,0.0,0.0
2025-09-12,CRM,technology,240.7225799560547,242.75999450683594,247.58999633789062,241.25,246.10000610351562,8386400,0.0,0.0
2025-09-15,CRM,technology,240.48460388183594,242.52000427246094,244.7100067138672,240.83999633789062,243.25,7244600,0.0,0.0
2025-09-16,CRM,technology,237.30152893066406,239.30999755859375,242.67999267578125,237.24000549316406,242.52000427246094,8779800,0.0,0.0
2025-09-17,CRM,technology,240.5954132080078,242.2100067138672,243.0,239.3800048828125,239.97000122070312,10124000,0.416,0.0
2025-09-18,CRM,technology,242.65162658691406,244.27999877929688,247.2899932861328,242.9499969482422,244.16000366210938,9344400,0.0,0.0
2025-09-19,CRM,technology,245.44288635253906,247.08999633789062,247.1999969482422,243.35000610351562,246.02000427246094,11813900,0.0,0.0
2025-09-22,CRM,technology,248.02554321289062,249.69000244140625,250.47999572753906,243.16000366210938,245.27999877929688,7523800,0.0,0.0
2025-09-23,CRM,technology,242.9297637939453,244.55999755859375,251.36000061035156,244.1300048828125,249.74000549316406,7669800,0.0,0.0
2025-09-24,CRM,technology,244.2509002685547,245.88999938964844,248.83999633789062,243.00999450683594,245.6699981689453,6707100,0.0,0.0
2025-09-25,CRM,technology,239.34381103515625,240.9499969482422,244.66000366210938,239.49000549316406,244.5,8145500,0.0,0.0
2025-09-26,CRM,technology,241.8072967529297,243.42999267578125,244.52999877929688,240.35000610351562,240.69000244140625,4974600,0.0,0.0
2025-09-29,CRM,technology,243.46617126464844,245.10000610351562,245.82000732421875,242.8699951171875,244.72000122070312,6373500,0.0,0.0
