Date,symbol,sector_group,open,high,low,close,adj_close,volume,dividends,stock_splits
2025-06-20,DIS,communication_utilities,118.25,119.05000305175781,116.9000015258789,117.62999725341797,116.34334564208984,17180400.0,0.0,0.0
2025-06-23,DIS,communication_utilities,116.66000366210938,117.98999786376953,115.0199966430664,117.75,116.46202850341797,8348000.0,0.0,0.0
2025-06-24,DIS,communication_utilities,117.75,119.08000183105469,117.75,118.6500015258789,117.85262298583984,8350200.0,0.5,0.0
2025-06-25,DIS,communication_utilities,118.7699966430664,119.72000122070312,118.62999725341797,119.41999816894531,118.61744689941406,6976300.0,0.0,0.0
2025-06-26,DIS,communication_utilities,119.9800033569336,121.66999816894531,119.68000030517578,121.45999908447266,120.64373779296875,10439600.0,0.0,0.0
2025-06-27,DIS,communication_utilities,121.8499984741211,122.94000244140625,121.4800033569336,122.33999633789062,121.517822265625,13435600.0,0.0,0.0
2025-06-30,DIS,communication_utilities,124.30999755859375,124.69000244140625,123.18000030517578,124.01000213623047,123.17660522460938,13456200.0,0.0,0.0
2025-07-01,DIS,communication_utilities,123.5,123.76000213623047,122.44999694824219,123.48999786376953,122.66009521484375,9815700.0,0.0,0.0
2025-07-02,DIS,communication_utilities,123.31999969482422,123.69999694824219,122.52999877929688,122.9800033569336,122.15352630615234,7317100.0,0.0,0.0
2025-07-03,DIS,communication_utilities,123.06999969482422,124.23999786376953,122.9000015258789,124.0,123.16666412353516,4252300.0,0.0,0.0
2025-07-07,DIS,communication_utilities,123.20999908447266,124.61000061035156,122.58000183105469,123.16000366210938,122.33231353759766,7023500.0,0.0,0.0
2025-07-08,DIS,communication_utilities,123.22000122070312,123.70999908447266,121.81999969482422,121.81999969482422,121.0013198852539,6622900.0,0.0,0.0
2025-07-09,DIS,communication_utilities,121.83999633789062,122.3499984741211,120.61000061035156,120.61000061035156,119.79945373535156,6724900.0,0.0,0.0
2025-07-10,DIS,communication_utilities,120.62000274658203,121.94999694824219,120.62000274658203,121.55999755859375,120.7430648803711,6888700.0,0.0,0.0
2025-07-11,DIS,communication_utilities,120.63999938964844,121.2300033569336,119.7300033569336,119.87000274658203,119.06442260742188,6112400.0,0.0,0.0
2025-07-14,DIS,communication_utilities,119.77999877929688,120.5,119.5999984741211,119.97000122070312,119.16374969482422,6853300.0,0.0,0.0
