Date,symbol,sector_group,open,high,low,close,adj_close,volume,dividends,stock_splits
2025-06-20,GE,industrial_energy,239.72000122070312,240.8000030517578,236.50999450683594,239.3699951171875,238.10968017578125,9142100.0,0.0,0.0
2025-06-23,GE,industrial_energy,239.24000549316406,248.4600067138672,238.6199951171875,247.80999755859375,246.50523376464844,8052000.0,0.0,0.0
2025-06-24,GE,industrial_energy,248.3800048828125,249.38999938964844,245.57000732421875,248.75,247.44029235839844,5255700.0,0.0,0.0
2025-06-25,GE,industrial_energy,250.0800018310547,250.99000549316406,248.47999572753906,249.89999389648438,248.584228515625,5197400.0,0.0,0.0
2025-06-26,GE,industrial_energy,251.17999267578125,255.47999572753906,250.0,251.0,249.67843627929688,6790300.0,0.0,0.0
2025-06-27,GE,industrial_energy,251.85000610351562,260.54998779296875,251.77999877929688,254.50999450683594,253.1699676513672,26988000.0,0.0,0.0
2025-06-30,GE,industrial_energy,256.30999755859375,257.8900146484375,253.8699951171875,257.3900146484375,256.0348205566406,8135800.0,0.0,0.0
2025-07-01,GE,industrial_energy,255.75,255.75,247.11000061035156,249.02000427246094,247.70887756347656,7178300.0,0.0,0.0
2025-07-02,GE,industrial_energy,248.0,249.1300048828125,243.66000366210938,244.75,243.4613494873047,6228600.0,0.0,0.0
2025-07-03,GE,industrial_energy,245.5500030517578,248.6999969482422,245.0,246.8800048828125,245.5801544189453,3089500.0,0.0,0.0
2025-07-07,GE,industrial_energy,247.52000427246094,249.44000244140625,246.47999572753906,248.64999389648438,247.70201110839844,5336400.0,0.36,0.0
2025-07-08,GE,industrial_energy,248.0,249.4600067138672,243.33999633789062,247.0500030517578,246.10812377929688,5994500.0,0.0,0.0
2025-07-09,GE,industrial_energy,248.99000549316406,251.72000122070312,246.82000732421875,250.3300018310547,249.3756103515625,5589500.0,0.0,0.0
2025-07-10,GE,industrial_energy,250.61000061035156,252.67999267578125,246.75,252.57000732421875,251.60708618164062,5462500.0,0.0,0.0
2025-07-11,GE,industrial_energy,251.5,256.8800048828125,251.39999389648438,255.4199981689453,254.44619750976562,7867200.0,0.0,0.0
2025-07-14,GE,industrial_energy,256.19000244140625,262.4599914550781,256.0,262.3399963378906,261.3398132324219,7502200.0,0.0,0.0
2025-07-15,GE,industrial_energy,263.9200134277344,265.05999755859375,261.739990234375,264.6700134277344,263.66094970703125,9392400.0,0.0,0.0
2025-07-16,GE,industrial_energy,264.0,266.8599853515625,262.0299987792969,266.17999267578125,265.1651611328125,11912900.0,0.0,0.0
2025-07-17,GE,industrial_energy,269.79998779296875,272.79998779296875,258.1600036621094,260.2799987792969,259.28765869140625,16260200.0,0.0,0.0
